sample_id,tls_version,num_cipher_suites,num_extensions,num_curves,num_signature_algs,has_alpn,has_session_ticket,has_supported_groups,has_key_share,has_psk,has_early_data,cipher_suite_hash,num_cipher_suites_dup,cipher_aes_gcm,cipher_chacha,cipher_ecdhe_ecdsa,cipher_ecdhe_rsa,cipher_rsa_pss,cipher_has_weak,extension_set_hash,extension_order_hash,has_grease,grease_count,has_sni,has_padding,has_ech,has_app_proto,has_status_request,num_unique_extensions,curve_set_hash,has_x25519,has_secp256r1,has_secp384r1,sig_alg_set_hash,sig_ecdsa_sha256,sig_ecdsa_sha384,sig_rsa_pss_sha256,browser_family,browser_major_version,browser_minor_version,browser_patch_version,is_psk_variant,is_pq_variant,os_type,device_type,ua_browser_in_string,ua_version_presence,ua_has_platform,accept_lang_en,accept_lang_count,http2_capable,compression_methods_count,supported_versions_count,source_config,label_family,label_family_name,label_version,label_minor,label_patch,label_variant,grease_variant,session_id
sample_0248,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_131,0,chrome,131,0,0,0,2,2
sample_0249,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_131,0,chrome,131,0,0,0,3,0
sample_0250,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_131,0,chrome,131,0,0,0,3,1
sample_0251,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_131,0,chrome,131,0,0,0,3,2
sample_0252,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_131,0,chrome,131,0,0,0,4,0
sample_0253,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_131,0,chrome,131,0,0,0,4,1
sample_0254,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_131,0,chrome,131,0,0,0,4,2
sample_0255,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_131_PSK,0,chrome,131,0,0,1,0,0
sample_0256,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_131_PSK,0,chrome,131,0,0,1,0,1
sample_0257,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_131_PSK,0,chrome,131,0,0,1,0,2
sample_0258,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_131_PSK,0,chrome,131,0,0,1,1,0
sample_0259,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_131_PSK,0,chrome,131,0,0,1,1,1
sample_0260,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_131_PSK,0,chrome,131,0,0,1,1,2
sample_0261,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_131_PSK,0,chrome,131,0,0,1,2,0
sample_0262,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_131_PSK,0,chrome,131,0,0,1,2,1
sample_0263,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_131_PSK,0,chrome,131,0,0,1,2,2
sample_0264,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_131_PSK,0,chrome,131,0,0,1,3,0
sample_0265,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_131_PSK,0,chrome,131,0,0,1,3,1
sample_0266,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_131_PSK,0,chrome,131,0,0,1,3,2
sample_0267,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_131_PSK,0,chrome,131,0,0,1,4,0
sample_0268,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_131_PSK,0,chrome,131,0,0,1,4,1
sample_0269,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,131,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_131_PSK,0,chrome,131,0,0,1,4,2
sample_0270,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_133,0,chrome,133,0,0,0,0,0
sample_0271,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_133,0,chrome,133,0,0,0,0,1
sample_0272,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_133,0,chrome,133,0,0,0,0,2
sample_0273,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_133,0,chrome,133,0,0,0,1,0
sample_0274,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_133,0,chrome,133,0,0,0,1,1
sample_0275,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_133,0,chrome,133,0,0,0,1,2
sample_0276,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_133,0,chrome,133,0,0,0,2,0
sample_0277,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_133,0,chrome,133,0,0,0,2,1
sample_0278,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_133,0,chrome,133,0,0,0,2,2
sample_0279,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_133,0,chrome,133,0,0,0,3,0
sample_0280,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_133,0,chrome,133,0,0,0,3,1
sample_0281,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_133,0,chrome,133,0,0,0,3,2
sample_0282,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_133,0,chrome,133,0,0,0,4,0
sample_0283,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_133,0,chrome,133,0,0,0,4,1
sample_0284,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_133,0,chrome,133,0,0,0,4,2
sample_0285,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_133_PSK,0,chrome,133,0,0,1,0,0
sample_0286,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_133_PSK,0,chrome,133,0,0,1,0,1
sample_0287,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_133_PSK,0,chrome,133,0,0,1,0,2
sample_0288,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_133_PSK,0,chrome,133,0,0,1,1,0
sample_0289,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_133_PSK,0,chrome,133,0,0,1,1,1
sample_0290,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_133_PSK,0,chrome,133,0,0,1,1,2
sample_0291,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_133_PSK,0,chrome,133,0,0,1,2,0
sample_0292,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_133_PSK,0,chrome,133,0,0,1,2,1
sample_0293,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_133_PSK,0,chrome,133,0,0,1,2,2
sample_0294,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_133_PSK,0,chrome,133,0,0,1,3,0
sample_0295,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_133_PSK,0,chrome,133,0,0,1,3,1
sample_0296,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_133_PSK,0,chrome,133,0,0,1,3,2
sample_0297,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_133_PSK,0,chrome,133,0,0,1,4,0
sample_0298,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_133_PSK,0,chrome,133,0,0,1,4,1
sample_0299,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,133,0,0,1,0,0,0,1,1,1,1,3,1,1,3,chrome_133_PSK,0,chrome,133,0,0,1,4,2
sample_0300,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,3,1,1,3,cloudflare_custom,5,cloudflare,0,0,0,0,0,0
sample_0301,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,3,1,1,3,cloudflare_custom,5,cloudflare,0,0,0,0,0,1
sample_0302,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,3,1,1,3,cloudflare_custom,5,cloudflare,0,0,0,0,0,2
sample_0303,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,3,1,1,3,cloudflare_custom,5,cloudflare,0,0,0,0,1,0
sample_0304,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,3,1,1,3,cloudflare_custom,5,cloudflare,0,0,0,0,1,1
sample_0305,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,3,1,1,3,cloudflare_custom,5,cloudflare,0,0,0,0,1,2
sample_0306,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,3,1,1,3,cloudflare_custom,5,cloudflare,0,0,0,0,2,0
sample_0307,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,3,1,1,3,cloudflare_custom,5,cloudflare,0,0,0,0,2,1
sample_0308,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,3,1,1,3,cloudflare_custom,5,cloudflare,0,0,0,0,2,2
sample_0309,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,3,1,1,3,cloudflare_custom,5,cloudflare,0,0,0,0,3,0
sample_0310,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,3,1,1,3,cloudflare_custom,5,cloudflare,0,0,0,0,3,1
sample_0311,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,3,1,1,3,cloudflare_custom,5,cloudflare,0,0,0,0,3,2
sample_0312,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,3,1,1,3,cloudflare_custom,5,cloudflare,0,0,0,0,4,0
sample_0313,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,3,1,1,3,cloudflare_custom,5,cloudflare,0,0,0,0,4,1
sample_0314,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,3,1,1,3,cloudflare_custom,5,cloudflare,0,0,0,0,4,2
sample_0315,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,6,0,0,0,0,0,4,1,1,0,0,1,3,1,1,3,confirmed_android,6,confirmed,0,0,0,0,0,0
sample_0316,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,6,0,0,0,0,0,4,1,1,0,0,1,3,1,1,3,confirmed_android,6,confirmed,0,0,0,0,0,1
sample_0317,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,6,0,0,0,0,0,4,1,1,0,0,1,3,1,1,3,confirmed_android,6,confirmed,0,0,0,0,0,2
sample_0318,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,6,0,0,0,0,0,4,1,1,0,0,1,3,1,1,3,confirmed_android,6,confirmed,0,0,0,0,1,0
sample_0319,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,6,0,0,0,0,0,4,1,1,0,0,1,3,1,1,3,confirmed_android,6,confirmed,0,0,0,0,1,1
sample_0320,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,6,0,0,0,0,0,4,1,1,0,0,1,3,1,1,3,confirmed_android,6,confirmed,0,0,0,0,1,2
sample_0321,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,6,0,0,0,0,0,4,1,1,0,0,1,3,1,1,3,confirmed_android,6,confirmed,0,0,0,0,2,0
sample_0322,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,6,0,0,0,0,0,4,1,1,0,0,1,3,1,1,3,confirmed_android,6,confirmed,0,0,0,0,2,1
sample_0323,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,6,0,0,0,0,0,4,1,1,0,0,1,3,1,1,3,confirmed_android,6,confirmed,0,0,0,0,2,2
sample_0324,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,6,0,0,0,0,0,4,1,1,0,0,1,3,1,1,3,confirmed_android,6,confirmed,0,0,0,0,3,0
sample_0325,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,6,0,0,0,0,0,4,1,1,0,0,1,3,1,1,3,confirmed_android,6,confirmed,0,0,0,0,3,1
sample_0326,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,6,0,0,0,0,0,4,1,1,0,0,1,3,1,1,3,confirmed_android,6,confirmed,0,0,0,0,3,2
sample_0327,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,6,0,0,0,0,0,4,1,1,0,0,1,3,1,1,3,confirmed_android,6,confirmed,0,0,0,0,4,0
sample_0328,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,6,0,0,0,0,0,4,1,1,0,0,1,3,1,1,3,confirmed_android,6,confirmed,0,0,0,0,4,1
sample_0329,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,6,0,0,0,0,0,4,1,1,0,0,1,3,1,1,3,confirmed_android,6,confirmed,0,0,0,0,4,2
sample_0330,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,-1,2,0,0,0,0,4,0,1,1,0,1,3,1,1,3,confirmed_android_2,-1,confirmed_android,2,0,0,0,0,0
sample_0331,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,-1,2,0,0,0,0,4,0,1,1,0,1,3,1,1,3,confirmed_android_2,-1,confirmed_android,2,0,0,0,0,1
sample_0332,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,-1,2,0,0,0,0,4,0,1,1,0,1,3,1,1,3,confirmed_android_2,-1,confirmed_android,2,0,0,0,0,2
sample_0333,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,-1,2,0,0,0,0,4,0,1,1,0,1,3,1,1,3,confirmed_android_2,-1,confirmed_android,2,0,0,0,1,0
sample_0334,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,-1,2,0,0,0,0,4,0,1,1,0,1,3,1,1,3,confirmed_android_2,-1,confirmed_android,2,0,0,0,1,1
